GEO_ID,NAME,POPGROUP,POPGROUP_TTL,HCT006001,HCT006001ERR,HCT006002,HCT006003,HCT006004,HCT006005,HCT006006,HCT006007,HCT006008
8600000US91789,ZCTA5 91789,1,Total population,12891,null,1192,3378,2889,2933,1427,655,417
8600000US91790,ZCTA5 91790,1,Total population,12751,null,1818,2749,2316,2537,1642,839,850
8600000US91791,ZCTA5 91791,1,Total population,10236,null,1848,2702,1752,1834,1118,532,450
8600000US91792,ZCTA5 91792,1,Total population,9154,null,1169,2238,1882,1797,1086,535,447
8600000US91801,ZCTA5 91801,1,Total population,19315,null,4646,5678,3872,2745,1319,618,437
8600000US91803,ZCTA5 91803,1,Total population,9894,null,1831,2673,2002,1665,900,437,386
8600000US91901,ZCTA5 91901,1,Total population,6345,null,1261,2220,1098,1072,457,160,77
8600000US91902,ZCTA5 91902,1,Total population,5956,null,913,2047,1105,932,539,230,190
8600000US91905,ZCTA5 91905,1,Total population,632,null,181,242,69,61,44,18,17
8600000US91906,ZCTA5 91906,1,Total population,1254,null,276,431,191,183,99,46,28
8600000US91910,ZCTA5 91910,1,Total population,26063,null,6085,6938,4652,4302,2314,997,775
8600000US91911,ZCTA5 91911,1,Total population,24622,null,4037,5798,4422,4497,2940,1487,1441
8600000US91913,ZCTA5 91913,1,Total population,12133,null,1442,2642,2504,2885,1567,669,424
8600000US91914,ZCTA5 91914,1,Total population,4331,null,353,915,806,1183,635,271,168
8600000US91915,ZCTA5 91915,1,Total population,7070,null,583,1457,1521,1950,935,401,223
8600000US91916,ZCTA5 91916,1,Total population,656,null,161,261,120,66,27,12,9
8600000US91917,ZCTA5 91917,1,Total population,287,null,39,93,42,55,26,16,16
8600000US91931,ZCTA5 91931,1,Total population,248,null,90,75,29,21,22,8,3
8600000US91932,ZCTA5 91932,1,Total population,9113,null,2047,2654,1707,1394,727,315,269
8600000US91934,ZCTA5 91934,1,Total population,308,null,102,109,34,31,14,11,7
8600000US91935,ZCTA5 91935,1,Total population,2942,null,414,1112,506,463,247,110,90
8600000US91941,ZCTA5 91941,1,Total population,12327,null,2830,4468,2180,1697,724,282,146
8600000US91942,ZCTA5 91942,1,Total population,16998,null,6094,5599,2560,1755,638,226,126
8600000US91945,ZCTA5 91945,1,Total population,8480,null,1936,2339,1469,1217,751,384,384
8600000US91950,ZCTA5 91950,1,Total population,15869,null,2730,3426,2831,2761,1949,1002,1170
8600000US91962,ZCTA5 91962,1,Total population,669,null,146,281,109,88,22,15,8
8600000US91963,ZCTA5 91963,1,Total population,354,null,77,91,52,47,44,23,20
8600000US91977,ZCTA5 91977,1,Total population,18190,null,3051,4939,3289,3127,1950,1000,834
8600000US91978,ZCTA5 91978,1,Total population,3024,null,550,945,562,490,261,125,91
8600000US91980,ZCTA5 91980,1,Total population,41,null,4,10,6,3,9,4,5
8600000US92003,ZCTA5 92003,1,Total population,1819,null,428,735,252,206,108,49,41
8600000US92004,ZCTA5 92004,1,Total population,1754,null,570,785,129,136,65,36,33
8600000US92007,ZCTA5 92007,1,Total population,4448,null,1209,1708,735,559,150,45,42
8600000US92008,ZCTA5 92008,1,Total population,11600,null,3483,4302,1727,1277,492,196,123
8600000US92009,ZCTA5 92009,1,Total population,15184,null,3038,5175,2708,2866,982,287,128
8600000US92010,ZCTA5 92010,1,Total population,5460,null,1154,1876,1024,917,342,102,45
8600000US92011,ZCTA5 92011,1,Total population,9034,null,2201,3313,1431,1405,501,139,44
8600000US92014,ZCTA5 92014,1,Total population,5912,null,1636,2582,823,579,219,53,20
8600000US92019,ZCTA5 92019,1,Total population,15137,null,3177,4749,2708,2454,1228,516,305
8600000US92020,ZCTA5 92020,1,Total population,19966,null,4432,5954,3557,3037,1704,765,517
8600000US92021,ZCTA5 92021,1,Total population,22649,null,5024,6839,3992,3373,1931,887,603
8600000US92024,ZCTA5 92024,1,Total population,19649,null,5099,7003,3243,2801,961,312,230
8600000US92025,ZCTA5 92025,1,Total population,14902,null,3063,3804,2243,2210,1559,893,1130
8600000US92026,ZCTA5 92026,1,Total population,17058,null,3877,5492,2677,2391,1338,645,638
8600000US92027,ZCTA5 92027,1,Total population,16159,null,2835,4216,2725,2616,1723,948,1096
8600000US92028,ZCTA5 92028,1,Total population,15962,null,2883,5929,2500,2177,1225,605,643
8600000US92029,ZCTA5 92029,1,Total population,7057,null,1310,2809,1148,1027,457,185,121
8600000US92036,ZCTA5 92036,1,Total population,1512,null,450,684,174,105,61,19,19
8600000US92037,ZCTA5 92037,1,Total population,17512,null,5722,7040,2195,1715,622,163,55
8600000US92040,ZCTA5 92040,1,Total population,14789,null,3004,4745,2838,2357,1114,447,284
8600000US92054,ZCTA5 92054,1,Total population,15218,null,4245,4949,2353,1695,992,448,536
8600000US92055,ZCTA5 92055,1,Total population,366,null,0,30,99,141,64,22,10
8600000US92056,ZCTA5 92056,1,Total population,19175,null,4578,6658,2926,2599,1238,597,579
8600000US92057,ZCTA5 92057,1,Total population,17768,null,3530,5405,2926,2749,1476,744,938
8600000US92058,ZCTA5 92058,1,Total population,12787,null,1942,3489,2588,2541,1280,480,467
8600000US92059,ZCTA5 92059,1,Total population,501,null,90,128,94,76,56,25,32
8600000US92060,ZCTA5 92060,1,Total population,116,null,45,50,13,6,2,0,0
8600000US92061,ZCTA5 92061,1,Total population,891,null,180,345,129,112,58,28,39
8600000US92064,ZCTA5 92064,1,Total population,16164,null,2474,5119,3231,3150,1369,514,307
8600000US92065,ZCTA5 92065,1,Total population,11870,null,1807,4048,2153,2033,1018,437,374
8600000US92066,ZCTA5 92066,1,Total population,168,null,48,78,16,13,6,5,2
8600000US92067,ZCTA5 92067,1,Total population,3460,null,483,1478,566,518,262,101,52
8600000US92069,ZCTA5 92069,1,Total population,13899,null,2184,3533,2420,2571,1547,813,831
8600000US92070,ZCTA5 92070,1,Total population,512,null,162,180,58,54,34,14,10
8600000US92071,ZCTA5 92071,1,Total population,19310,null,3987,6239,3803,3146,1350,504,281
8600000US92075,ZCTA5 92075,1,Total population,5304,null,1658,2036,686,590,204,73,57
8600000US92078,ZCTA5 92078,1,Total population,15990,null,3959,5323,2541,2402,1032,399,334
8600000US92081,ZCTA5 92081,1,Total population,10239,null,2371,3633,1881,1413,567,223,151
8600000US92082,ZCTA5 92082,1,Total population,6209,null,1009,2124,1005,939,574,281,277
8600000US92083,ZCTA5 92083,1,Total population,10393,null,1783,2560,1688,1572,1123,658,1009
8600000US92084,ZCTA5 92084,1,Total population,14671,null,2679,4423,2359,2133,1269,786,1022
8600000US92086,ZCTA5 92086,1,Total population,661,null,187,329,68,35,26,12,4
8600000US92091,ZCTA5 92091,1,Total population,548,null,206,241,54,38,8,1,0
8600000US92101,ZCTA5 92101,1,Total population,20599,null,12954,6256,948,287,94,35,25
8600000US92102,ZCTA5 92102,1,Total population,13981,null,3774,3540,1911,1769,1266,779,942
8600000US92103,ZCTA5 92103,1,Total population,17827,null,8986,6509,1428,659,180,43,22
8600000US92104,ZCTA5 92104,1,Total population,21089,null,8340,7276,2683,1602,676,297,215
8600000US92105,ZCTA5 92105,1,Total population,20540,null,3902,4496,3478,3388,2475,1282,1519
8600000US92106,ZCTA5 92106,1,Total population,7807,null,2285,2994,1132,1000,287,77,32
8600000US92107,ZCTA5 92107,1,Total population,13601,null,4935,5460,1749,1039,305,78,35
8600000US92108,ZCTA5 92108,1,Total population,10463,null,4612,4158,1219,365,87,17,5
8600000US92109,ZCTA5 92109,1,Total population,23349,null,9293,9154,2892,1403,435,128,44
8600000US92110,ZCTA5 92110,1,Total population,10630,null,4029,3591,1473,1020,368,108,41
8600000US92111,ZCTA5 92111,1,Total population,16498,null,4288,5078,2745,2241,1081,514,551
8600000US92113,ZCTA5 92113,1,Total population,12315,null,1582,1990,2086,2154,1854,1174,1475
8600000US92114,ZCTA5 92114,1,Total population,17147,null,2058,3574,2942,3085,2391,1395,1702
8600000US92115,ZCTA5 92115,1,Total population,21251,null,5843,6539,3629,2774,1323,645,498
8600000US92116,ZCTA5 92116,1,Total population,16138,null,6809,5790,1902,1013,393,140,91
8600000US92117,ZCTA5 92117,1,Total population,20658,null,5509,7375,3487,2477,1041,431,338
8600000US92118,ZCTA5 92118,1,Total population,7408,null,2281,2625,1096,940,332,98,36
8600000US92119,ZCTA5 92119,1,Total population,9537,null,2649,3395,1530,1237,476,169,81
8600000US92120,ZCTA5 92120,1,Total population,10971,null,2780,4313,1802,1329,502,158,87
8600000US92121,ZCTA5 92121,1,Total population,1677,null,378,577,379,246,69,20,8
8600000US92122,ZCTA5 92122,1,Total population,19725,null,6304,7281,3149,2162,636,146,47
8600000US92123,ZCTA5 92123,1,Total population,10039,null,2380,3396,1926,1440,536,223,138
8600000US92124,ZCTA5 92124,1,Total population,11038,null,2238,3689,1900,1703,987,366,155
8600000US92126,ZCTA5 92126,1,Total population,22978,null,3983,6535,4583,3971,2071,951,884
8600000US92127,ZCTA5 92127,1,Total population,13019,null,1948,3485,2838,3031,1183,388,146
8600000US92128,ZCTA5 92128,1,Total population,20263,null,5884,7308,3151,2783,799,248,90
8600000US92129,ZCTA5 92129,1,Total population,17009,null,2106,4938,3820,3875,1516,490,264
8600000US92130,ZCTA5 92130,1,Total population,17528,null,3315,4991,3556,3914,1311,363,78
8600000US92131,ZCTA5 92131,1,Total population,11574,null,1782,3729,2375,2547,817,227,97
8600000US92134,ZCTA5 92134,1,Total population,13,null,13,0,0,0,0,0,0
8600000US92135,ZCTA5 92135,1,Total population,0,null,0,0,0,0,0,0,0
8600000US92139,ZCTA5 92139,1,Total population,10216,null,1280,2503,2097,1899,1241,619,577
8600000US92140,ZCTA5 92140,1,Total population,7,null,0,4,1,2,0,0,0
8600000US92145,ZCTA5 92145,1,Total population,390,null,17,69,93,114,52,29,16
8600000US92147,ZCTA5 92147,1,Total population,1,null,0,1,0,0,0,0,0
8600000US92154,ZCTA5 92154,1,Total population,20202,null,2203,4316,3702,3952,2884,1603,1542
8600000US92155,ZCTA5 92155,1,Total population,0,null,0,0,0,0,0,0,0
8600000US92173,ZCTA5 92173,1,Total population,7563,null,851,1218,1376,1529,1235,638,716
8600000US92201,ZCTA5 92201,1,Total population,18219,null,2971,4845,2845,2994,2187,1183,1194
8600000US92203,ZCTA5 92203,1,Total population,9220,null,1754,3590,1254,1294,735,345,248
8600000US92210,ZCTA5 92210,1,Total population,2602,null,908,1461,134,69,20,8,2
8600000US92211,ZCTA5 92211,1,Total population,12515,null,4094,6540,985,554,211,94,37
8600000US92220,ZCTA5 92220,1,Total population,11563,null,3247,4186,1325,1143,792,437,433
8600000US92223,ZCTA5 92223,1,Total population,14532,null,2698,4716,2358,2219,1372,661,508
8600000US92225,ZCTA5 92225,1,Total population,5747,null,1379,1612,944,848,508,255,201
8600000US92227,ZCTA5 92227,1,Total population,8031,null,1425,1894,1425,1426,974,517,370
8600000US92230,ZCTA5 92230,1,Total population,797,null,157,214,117,115,100,51,43
8600000US92231,ZCTA5 92231,1,Total population,10265,null,1220,1818,1806,2038,1631,859,893
8600000US92233,ZCTA5 92233,1,Total population,1137,null,188,252,192,175,168,74,88
8600000US92234,ZCTA5 92234,1,Total population,17019,null,4280,4721,2173,2311,1666,940,928
8600000US92236,ZCTA5 92236,1,Total population,9090,null,470,1022,1334,2038,1818,1093,1315
8600000US92239,ZCTA5 92239,1,Total population,95,null,37,27,12,7,7,4,1
8600000US92240,ZCTA5 92240,1,Total population,11490,null,2687,3204,1662,1554,1181,622,580
8600000US92241,ZCTA5 92241,1,Total population,3866,null,1326,1575,330,265,165,108,97
8600000US92242,ZCTA5 92242,1,Total population,771,null,286,329,83,37,24,8,4
8600000US92243,ZCTA5 92243,1,Total population,14566,null,2699,3463,2660,2534,1769,836,605
8600000US92249,ZCTA5 92249,1,Total population,1855,null,111,307,353,428,355,163,138
8600000US92250,ZCTA5 92250,1,Total population,2569,null,447,657,459,414,324,157,111
8600000US92251,ZCTA5 92251,1,Total population,5123,null,716,1158,932,1140,702,289,186
8600000US92252,ZCTA5 92252,1,Total population,4070,null,1343,1419,579,370,208,87,64
8600000US92253,ZCTA5 92253,1,Total population,14709,null,3093,6455,2003,1649,890,393,226
8600000US92254,ZCTA5 92254,1,Total population,2790,null,170,292,421,577,573,330,427
8600000US92256,ZCTA5 92256,1,Total population,1622,null,561,595,208,144,72,29,13
8600000US92257,ZCTA5 92257,1,Total population,1105,null,453,394,98,73,47,24,16
8600000US92258,ZCTA5 92258,1,Total population,247,null,47,65,40,38,24,21,12
8600000US92259,ZCTA5 92259,1,Total population,202,null,94,69,17,13,5,3,1
8600000US92260,ZCTA5 92260,1,Total population,15037,null,5325,6346,1473,1018,520,207,148
8600000US92262,ZCTA5 92262,1,Total population,12507,null,5174,4430,1226,847,504,194,132
8600000US92264,ZCTA5 92264,1,Total population,10677,null,4957,4252,724,402,182,81,79
8600000US92266,ZCTA5 92266,1,Total population,119,null,58,33,14,6,5,2,1
8600000US92267,ZCTA5 92267,1,Total population,64,null,19,35,5,4,0,1,0
8600000US92268,ZCTA5 92268,1,Total population,294,null,104,138,33,11,4,2,2
8600000US92270,ZCTA5 92270,1,Total population,8830,null,3055,4408,662,412,182,67,44
8600000US92273,ZCTA5 92273,1,Total population,516,null,71,98,122,93,63,28,41
8600000US92274,ZCTA5 92274,1,Total population,4926,null,585,834,692,891,858,537,529
8600000US92275,ZCTA5 92275,1,Total population,559,null,165,171,67,68,40,26,22
8600000US92276,ZCTA5 92276,1,Total population,2780,null,715,1029,313,269,224,109,121
8600000US92277,ZCTA5 92277,1,Total population,9242,null,2233,3071,1772,1242,549,233,142
8600000US92278,ZCTA5 92278,1,Total population,136,null,0,17,33,68,14,4,0
8600000US92281,ZCTA5 92281,1,Total population,692,null,97,160,125,121,100,43,46
8600000US92282,ZCTA5 92282,1,Total population,478,null,137,159,58,63,29,21,11
8600000US92283,ZCTA5 92283,1,Total population,1105,null,323,287,169,125,97,59,45
8600000US92284,ZCTA5 92284,1,Total population,10060,null,2906,3545,1438,1091,606,291,183
8600000US92285,ZCTA5 92285,1,Total population,1249,null,504,433,151,70,49,22,20
8600000US92301,ZCTA5 92301,1,Total population,8132,null,1000,1508,1344,1540,1278,710,752
8600000US92305,ZCTA5 92305,1,Total population,233,null,73,91,24,29,9,3,4
8600000US92307,ZCTA5 92307,1,Total population,12714,null,2310,4140,2243,1901,1131,564,425
8600000US92308,ZCTA5 92308,1,Total population,13928,null,3153,4488,2137,1841,1158,645,506
8600000US92309,ZCTA5 92309,1,Total population,227,null,34,52,33,50,39,9,10
8600000US92310,ZCTA5 92310,1,Total population,2371,null,244,621,568,558,257,83,40
8600000US92311,ZCTA5 92311,1,Total population,11229,null,2805,3214,1905,1492,986,462,365
8600000US92313,ZCTA5 92313,1,Total population,4399,null,1026,1377,786,670,312,139,89
8600000US92314,ZCTA5 92314,1,Total population,4086,null,1042,1577,580,501,222,107,57
8600000US92315,ZCTA5 92315,1,Total population,2224,null,687,885,267,226,89,44,26
8600000US92316,ZCTA5 92316,1,Total population,7116,null,717,1159,1016,1186,1179,760,1099
8600000US92320,ZCTA5 92320,1,Total population,3285,null,1022,1204,453,284,205,76,41
8600000US92321,ZCTA5 92321,1,Total population,553,null,132,186,83,74,41,17,20
8600000US92322,ZCTA5 92322,1,Total population,514,null,140,199,68,55,36,6,10
8600000US92324,ZCTA5 92324,1,Total population,16209,null,2629,3617,2777,2869,1979,1131,1207
8600000US92325,ZCTA5 92325,1,Total population,3788,null,1024,1381,575,439,218,98,53
8600000US92327,ZCTA5 92327,1,Total population,273,null,93,94,33,31,14,2,6
8600000US92328,ZCTA5 92328,1,Total population,278,null,154,105,15,1,3,0,0
8600000US92333,ZCTA5 92333,1,Total population,235,null,75,123,16,6,11,4,0
8600000US92335,ZCTA5 92335,1,Total population,22772,null,2807,3562,3346,3900,3537,2291,3329
8600000US92336,ZCTA5 92336,1,Total population,22223,null,1561,4036,3902,5022,3714,1949,2039
8600000US92337,ZCTA5 92337,1,Total population,9335,null,735,1507,1549,2073,1644,919,908
8600000US92339,ZCTA5 92339,1,Total population,389,null,107,175,51,25,16,11,4
8600000US92341,ZCTA5 92341,1,Total population,177,null,46,73,30,16,9,2,1
8600000US92342,ZCTA5 92342,1,Total population,2489,null,532,1083,324,293,152,67,38
8600000US92344,ZCTA5 92344,1,Total population,5767,null,602,1374,1019,1184,758,430,400
8600000US92345,ZCTA5 92345,1,Total population,23542,null,3788,6147,3920,3881,2764,1522,1520
8600000US92346,ZCTA5 92346,1,Total population,16874,null,2981,4499,3059,2972,1756,817,790
8600000US92347,ZCTA5 92347,1,Total population,588,null,147,180,82,72,58,25,24
8600000US92352,ZCTA5 92352,1,Total population,3074,null,598,1261,492,407,194,80,42
8600000US92354,ZCTA5 92354,1,Total population,7787,null,2040,2376,1292,1074,588,256,161
8600000US92356,ZCTA5 92356,1,Total population,2479,null,780,744,357,256,171,83,88
8600000US92358,ZCTA5 92358,1,Total population,339,null,120,135,48,21,9,2,4
8600000US92359,ZCTA5 92359,1,Total population,2819,null,635,767,556,453,244,96,68
8600000US92363,ZCTA5 92363,1,Total population,2140,null,671,686,283,274,128,54,44
8600000US92365,ZCTA5 92365,1,Total population,988,null,280,344,123,104,75,30,32
8600000US92368,ZCTA5 92368,1,Total population,347,null,71,100,46,52,28,22,28
8600000US92371,ZCTA5 92371,1,Total population,5370,null,940,1572,943,842,539,292,242
8600000US92372,ZCTA5 92372,1,Total population,2198,null,447,782,324,307,173,94,71
8600000US92373,ZCTA5 92373,1,Total population,13868,null,4170,4767,2226,1656,701,232,116
8600000US92374,ZCTA5 92374,1,Total population,12896,null,2516,3729,2293,2105,1222,578,453
8600000US92376,ZCTA5 92376,1,Total population,20541,null,2696,3577,3150,3630,3149,1897,2442
8600000US92377,ZCTA5 92377,1,Total population,5348,null,523,1214,916,1042,772,426,455
8600000US92378,ZCTA5 92378,1,Total population,67,null,13,26,8,12,4,3,1
8600000US92382,ZCTA5 92382,1,Total population,2105,null,505,803,337,246,149,42,23
8600000US92385,ZCTA5 92385,1,Total population,132,null,38,50,16,17,8,2,1
8600000US92386,ZCTA5 92386,1,Total population,975,null,307,344,141,105,48,21,9
8600000US92389,ZCTA5 92389,1,Total population,94,null,56,22,10,5,0,1,0
8600000US92391,ZCTA5 92391,1,Total population,910,null,233,258,165,113,83,31,27
8600000US92392,ZCTA5 92392,1,Total population,15571,null,1966,3650,2780,2971,2025,1163,1016
8600000US92394,ZCTA5 92394,1,Total population,7930,null,944,1660,1407,1574,1180,609,556
8600000US92395,ZCTA5 92395,1,Total population,14021,null,3045,3961,2312,2044,1330,721,608
8600000US92397,ZCTA5 92397,1,Total population,1998,null,505,775,284,264,115,38,17
8600000US92398,ZCTA5 92398,1,Total population,520,null,129,180,75,71,39,11,15
8600000US92399,ZCTA5 92399,1,Total population,18611,null,4242,5682,3069,2992,1493,663,470
8600000US92401,ZCTA5 92401,1,Total population,651,null,231,131,91,68,71,18,41
8600000US92404,ZCTA5 92404,1,Total population,17369,null,3536,4118,2842,2609,1923,1099,1242
8600000US92405,ZCTA5 92405,1,Total population,8516,null,1699,1893,1438,1304,944,569,669
8600000US92407,ZCTA5 92407,1,Total population,15519,null,2420,3611,2711,2614,1932,1032,1199
8600000US92408,ZCTA5 92408,1,Total population,3924,null,815,791,655,617,448,272,326
8600000US92410,ZCTA5 92410,1,Total population,12838,null,2010,2325,1982,2085,1878,1190,1368
8600000US92411,ZCTA5 92411,1,Total population,6468,null,1008,1093,924,1053,903,616,871
8600000US92501,ZCTA5 92501,1,Total population,6535,null,1705,1574,1074,908,597,352,325
8600000US92503,ZCTA5 92503,1,Total population,23413,null,3629,5257,3696,4183,2935,1707,2006
8600000US92504,ZCTA5 92504,1,Total population,16657,null,3590,4345,2711,2479,1669,828,1035
8600000US92505,ZCTA5 92505,1,Total population,13754,null,2289,3426,2339,2270,1502,878,1050
8600000US92506,ZCTA5 92506,1,Total population,15411,null,2932,5189,2834,2367,1221,487,381
8600000US92507,ZCTA5 92507,1,Total population,17992,null,4484,5221,2925,2401,1349,740,872
8600000US92508,ZCTA5 92508,1,Total population,9945,null,1002,2146,1908,2444,1394,597,454
8600000US92509,ZCTA5 92509,1,Total population,19232,null,2503,4051,2974,3196,2615,1641,2252
8600000US92518,ZCTA5 92518,1,Total population,564,null,273,202,53,17,12,3,4
8600000US92530,ZCTA5 92530,1,Total population,14664,null,2315,3591,2528,2531,1782,974,943
8600000US92532,ZCTA5 92532,1,Total population,5465,null,634,1390,1028,1106,667,361,279
8600000US92536,ZCTA5 92536,1,Total population,1502,null,342,660,194,143,75,53,35
8600000US92539,ZCTA5 92539,1,Total population,1876,null,529,677,256,180,133,56,45
8600000US92543,ZCTA5 92543,1,Total population,12838,null,4197,3696,1644,1489,972,446,394
8600000US92544,ZCTA5 92544,1,Total population,15275,null,3209,4794,2390,2244,1420,652,566
8600000US92545,ZCTA5 92545,1,Total population,15291,null,4458,5435,1730,1560,1073,540,495
8600000US92548,ZCTA5 92548,1,Total population,2175,null,530,633,293,250,199,124,146
8600000US92549,ZCTA5 92549,1,Total population,1704,null,545,767,179,131,60,18,4
8600000US92551,ZCTA5 92551,1,Total population,7575,null,689,1267,1312,1475,1220,748,864
8600000US92553,ZCTA5 92553,1,Total population,18967,null,2325,3491,3182,3409,2854,1748,1958
8600000US92555,ZCTA5 92555,1,Total population,10798,null,1268,2443,1914,2092,1452,833,796
8600000US92557,ZCTA5 92557,1,Total population,14439,null,1850,3480,2652,2632,1869,1020,936
8600000US92561,ZCTA5 92561,1,Total population,796,null,274,349,73,62,21,10,7
8600000US92562,ZCTA5 92562,1,Total population,20415,null,3476,5945,3485,3952,2114,881,562
8600000US92563,ZCTA5 92563,1,Total population,15914,null,2125,4102,2810,3342,1974,934,627
8600000US92567,ZCTA5 92567,1,Total population,2640,null,343,704,395,440,323,210,225
8600000US92570,ZCTA5 92570,1,Total population,13451,null,1690,2754,1971,2227,1935,1137,1737
8600000US92571,ZCTA5 92571,1,Total population,12339,null,933,1921,1845,2481,2223,1399,1537
8600000US92582,ZCTA5 92582,1,Total population,4101,null,477,860,618,761,630,365,390
8600000US92583,ZCTA5 92583,1,Total population,9634,null,2208,2582,1350,1352,1051,570,521
8600000US92584,ZCTA5 92584,1,Total population,13283,null,1777,3717,2194,2673,1678,725,519
8600000US92585,ZCTA5 92585,1,Total population,5424,null,940,1434,911,911,547,347,334
8600000US92586,ZCTA5 92586,1,Total population,9623,null,3919,3695,808,570,355,152,124
8600000US92587,ZCTA5 92587,1,Total population,5672,null,885,1968,954,1014,485,206,160
8600000US92590,ZCTA5 92590,1,Total population,1325,null,296,468,207,182,98,46,28
8600000US92591,ZCTA5 92591,1,Total population,12614,null,2074,3633,2345,2430,1282,517,333
8600000US92592,ZCTA5 92592,1,Total population,22466,null,2713,6021,4283,5131,2625,1097,596
8600000US92595,ZCTA5 92595,1,Total population,9308,null,1462,2569,1657,1658,1020,515,427
8600000US92596,ZCTA5 92596,1,Total population,6531,null,601,1501,1247,1493,914,445,330
8600000US92602,ZCTA5 92602,1,Total population,8413,null,1714,2629,1566,1712,540,174,78
8600000US92603,ZCTA5 92603,1,Total population,7574,null,1557,2534,1367,1449,471,127,69
8600000US92604,ZCTA5 92604,1,Total population,9722,null,2015,2915,1842,1864,714,262,110
8600000US92606,ZCTA5 92606,1,Total population,7671,null,1645,2013,1576,1591,592,179,75
8600000US92610,ZCTA5 92610,1,Total population,3766,null,583,999,745,954,357,86,42
8600000US92612,ZCTA5 92612,1,Total population,11549,null,3765,3745,1847,1543,475,132,42
8600000US92614,ZCTA5 92614,1,Total population,9464,null,2109,2967,1954,1652,540,187,55
8600000US92617,ZCTA5 92617,1,Total population,3652,null,601,1538,690,717,75,26,5
8600000US92618,ZCTA5 92618,1,Total population,7202,null,2508,2392,1093,898,227,62,22
8600000US92620,ZCTA5 92620,1,Total population,13749,null,2561,4093,2850,2800,968,331,146
8600000US92624,ZCTA5 92624,1,Total population,2781,null,658,1032,458,366,169,62,36
8600000US92625,ZCTA5 92625,1,Total population,6082,null,2127,2515,727,514,142,36,21
8600000US92626,ZCTA5 92626,1,Total population,18535,null,4882,6421,2957,2281,1043,481,470
8600000US92627,ZCTA5 92627,1,Total population,21761,null,6183,6287,3297,2625,1506,829,1034
8600000US92629,ZCTA5 92629,1,Total population,11198,null,3257,4439,1629,1142,452,171,108
8600000US92630,ZCTA5 92630,1,Total population,20094,null,3927,6253,3597,3312,1632,639,734
8600000US92637,ZCTA5 92637,1,Total population,11143,null,6784,4064,255,35,3,1,1
8600000US92646,ZCTA5 92646,1,Total population,21235,null,4802,7443,3659,3320,1371,438,202
8600000US92647,ZCTA5 92647,1,Total population,19847,null,3997,6304,3511,3145,1543,665,682
8600000US92648,ZCTA5 92648,1,Total population,19453,null,5811,7048,3130,2282,801,254,127
8600000US92649,ZCTA5 92649,1,Total population,13862,null,3910,5311,2057,1697,578,199,110
8600000US92651,ZCTA5 92651,1,Total population,11254,null,3880,4429,1453,993,360,94,45
8600000US92653,ZCTA5 92653,1,Total population,9850,null,1686,3177,1813,1709,823,353,289
8600000US92655,ZCTA5 92655,1,Total population,2337,null,442,540,345,370,246,160,234
8600000US92656,ZCTA5 92656,1,Total population,18977,null,4906,5983,3317,3069,1167,334,201
8600000US92657,ZCTA5 92657,1,Total population,3777,null,775,1445,629,585,255,57,31
8600000US92660,ZCTA5 92660,1,Total population,15158,null,4671,5641,1984,1812,776,221,53
8600000US92661,ZCTA5 92661,1,Total population,1854,null,664,778,226,126,40,14,6
8600000US92662,ZCTA5 92662,1,Total population,1526,null,686,602,131,72,26,8,1
8600000US92663,ZCTA5 92663,1,Total population,10355,null,3923,3717,1450,869,304,68,24
8600000US92672,ZCTA5 92672,1,Total population,14109,null,3863,5301,2190,1626,635,238,256
8600000US92673,ZCTA5 92673,1,Total population,9862,null,1316,3286,1738,2173,925,285,139
8600000US92675,ZCTA5 92675,1,Total population,11452,null,2396,3702,1705,1588,901,460,700
8600000US92676,ZCTA5 92676,1,Total population,795,null,204,292,137,99,48,8,7
8600000US92677,ZCTA5 92677,1,Total population,24425,null,5491,8615,4147,4023,1470,458,221
8600000US92678,ZCTA5 92678,1,Total population,185,null,41,78,28,17,15,4,2
8600000US92679,ZCTA5 92679,1,Total population,10497,null,1116,3037,2208,2645,1050,327,114
8600000US92683,ZCTA5 92683,1,Total population,26223,null,4296,6528,4495,4547,2781,1632,1944
8600000US92688,ZCTA5 92688,1,Total population,15530,null,3276,4211,2934,3189,1301,439,180
8600000US92691,ZCTA5 92691,1,Total population,16244,null,2923,5233,2891,2966,1343,537,351
8600000US92692,ZCTA5 92692,1,Total population,17516,null,3561,5957,3064,3109,1221,403,201
8600000US92694,ZCTA5 92694,1,Total population,6669,null,727,1444,1303,2008,853,252,82
8600000US92701,ZCTA5 92701,1,Total population,12495,null,1850,1816,1572,2078,1858,1281,2040
8600000US92703,ZCTA5 92703,1,Total population,12667,null,1121,1630,1541,1964,1943,1357,3111
8600000US92704,ZCTA5 92704,1,Total population,19569,null,2337,3280,2543,2954,2630,1909,3916
8600000US92705,ZCTA5 92705,1,Total population,14431,null,2407,4505,2328,2522,1467,628,574
8600000US92706,ZCTA5 92706,1,Total population,9322,null,1271,1970,1402,1551,1249,736,1143
8600000US92707,ZCTA5 92707,1,Total population,12684,null,1359,1970,1657,2025,1761,1228,2684
8600000US92708,ZCTA5 92708,1,Total population,18861,null,3485,5811,3306,3307,1669,716,567
8600000US92780,ZCTA5 92780,1,Total population,18508,null,3711,5078,3095,2914,1808,956,946
8600000US92782,ZCTA5 92782,1,Total population,8555,null,1824,2626,1655,1632,560,188,70
8600000US92801,ZCTA5 92801,1,Total population,17515,null,3217,3859,2752,2854,1994,1171,1668
